date,hour,upRegulationZeroCoded,upRegulationOneCoded,upRegulationTwoCoded,upRegulationDelivered,net,downRegulationZeroCoded,downRegulationOneCoded,downRegulationTwoCoded,downRegulationDelivered
2020-01-01T00:00:00+03:00,00:00,170.17,0.0,0,170.17,-173.14,374.28,0.0,0,-343.31
2020-01-01T01:00:00+03:00,01:00,0.0,0.0,0,0.0,-56.28,57.2,0.0,0,-56.28
2020-01-01T02:00:00+03:00,02:00,55.0,0.0,0,42.0,42.0,0.0,0.0,0,0.0
2020-01-01T03:00:00+03:00,03:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-01T04:00:00+03:00,04:00,138.42,0.0,0,66.32,66.32,0.0,0.0,0,0.0
2020-01-01T05:00:00+03:00,05:00,335.0,0.0,0,163.0,163.0,0.0,0.0,0,0.0
2020-01-01T06:00:00+03:00,06:00,383.0,0.0,0,220.62,220.62,0.0,0.0,0,0.0
2020-01-01T07:00:00+03:00,07:00,460.83,0.0,0,226.67,226.67,0.0,0.0,0,0.0
2020-01-01T08:00:00+03:00,08:00,134.57,0.0,0,50.87,-143.16,250.23,0.0,0,-194.03
2020-01-01T09:00:00+03:00,09:00,0.0,0.0,0,0.0,-268.02,284.67,0.0,0,-268.02
2020-01-01T10:00:00+03:00,10:00,0.0,0.0,0,0.0,-297.2,321.23,0.0,0,-297.2
2020-01-01T11:00:00+03:00,11:00,0.0,0.0,0,0.0,-565.35,610.5,0.0,0,-565.35
2020-01-01T12:00:00+03:00,12:00,104.17,0.0,0,104.17,-324.44,433.0,0.0,0,-428.61
2020-01-01T13:00:00+03:00,13:00,0.0,0.0,0,0.0,-448.89,453.0,0.0,0,-448.89
2020-01-01T14:00:00+03:00,14:00,30.67,0.0,0,30.67,-474.12,518.0,0.0,0,-504.79
2020-01-01T15:00:00+03:00,15:00,16.67,0.0,0,16.67,-672.09,701.0,0.0,0,-688.76
2020-01-01T16:00:00+03:00,16:00,233.83,0.0,0,233.83,-748.17,1095.17,0.0,0,-982.0
2020-01-01T17:00:00+03:00,17:00,339.57,0.0,0,319.83,-169.53,496.97,0.0,0,-489.36
2020-01-01T18:00:00+03:00,18:00,974.67,0.0,0,765.17,765.17,0.0,0.0,0,0.0
2020-01-01T19:00:00+03:00,19:00,1464.27,0.0,0,1179.24,1077.99,105.25,0.0,0,-101.25
2020-01-01T20:00:00+03:00,20:00,1630.0,0.0,0,1339.34,1309.34,30.0,0.0,0,-30.0
2020-01-01T21:00:00+03:00,21:00,1614.0,0.0,0,1344.92,1302.59,43.33,0.0,0,-42.33
2020-01-01T22:00:00+03:00,22:00,1652.6,0.0,0,1259.85,1259.85,0.0,0.0,0,0.0
2020-01-01T23:00:00+03:00,23:00,1499.17,0.0,0,863.79,830.45,33.33,0.0,0,-33.33
2020-01-02T00:00:00+03:00,00:00,323.05,0.0,0,134.68,-7.18,147.78,20.0,0,-141.86
2020-01-02T01:00:00+03:00,01:00,520.4,0.0,0,437.83,214.02,136.4,120.0,0,-223.81
2020-01-02T02:00:00+03:00,02:00,1036.69,0.0,0,670.44,425.48,0.0,255.83,0,-244.95
2020-01-02T03:00:00+03:00,03:00,1796.1,0.0,0,1084.61,814.38,0.0,285.33,0,-270.23
2020-01-02T04:00:00+03:00,04:00,1476.8,0.0,0,949.2,711.7,0.0,250.0,0,-237.5
2020-01-02T05:00:00+03:00,05:00,1595.92,0.0,0,991.53,754.91,0.0,250.0,0,-236.62
2020-01-02T06:00:00+03:00,06:00,1900.85,0.0,0,1350.72,1056.88,0.0,300.0,0,-293.84
2020-01-02T07:00:00+03:00,07:00,1809.57,0.0,0,1506.22,916.98,0.0,619.0,0,-589.24
2020-01-02T08:00:00+03:00,08:00,2302.22,0.0,0,1897.35,1365.68,223.67,324.67,0,-531.67
2020-01-02T09:00:00+03:00,09:00,1912.0,0.0,0,1565.52,1565.52,0.0,0.0,0,0.0
2020-01-02T10:00:00+03:00,10:00,1644.08,0.0,0,1313.42,1172.67,143.75,0.0,0,-140.75
2020-01-02T11:00:00+03:00,11:00,1462.0,0.0,0,1060.09,924.82,135.27,0.0,0,-135.27
2020-01-02T12:00:00+03:00,12:00,1052.73,0.0,0,726.83,726.83,0.0,0.0,0,0.0
2020-01-02T13:00:00+03:00,13:00,897.0,0.0,0,668.99,618.41,50.58,0.0,0,-50.58
2020-01-02T14:00:00+03:00,14:00,900.0,0.0,0,795.34,795.34,0.0,0.0,0,0.0
2020-01-02T15:00:00+03:00,15:00,876.0,0.0,0,766.35,766.35,0.0,0.0,0,0.0
2020-01-02T16:00:00+03:00,16:00,997.1,0.0,0,821.22,821.22,0.0,0.0,0,0.0
2020-01-02T17:00:00+03:00,17:00,898.0,0.0,0,621.04,621.04,0.0,0.0,0,0.0
2020-01-02T18:00:00+03:00,18:00,1401.8,0.0,0,1111.83,1062.33,49.5,0.0,0,-49.5
2020-01-02T19:00:00+03:00,19:00,1525.0,0.0,0,1148.34,1110.51,41.83,0.0,0,-37.83
2020-01-02T20:00:00+03:00,20:00,1440.95,0.0,0,1015.5,958.2,57.3,0.0,0,-57.3
2020-01-02T21:00:00+03:00,21:00,1231.75,0.0,0,894.27,740.55,153.72,0.0,0,-153.72
2020-01-02T22:00:00+03:00,22:00,1237.5,0.0,0,886.94,797.94,89.0,0.0,0,-89.0
2020-01-02T23:00:00+03:00,23:00,1393.52,0.0,0,896.98,818.34,49.33,33.33,0,-78.65
2020-01-03T00:00:00+03:00,00:00,154.4,0.0,0,81.83,19.66,62.17,0.0,0,-62.17
2020-01-03T01:00:00+03:00,01:00,335.62,0.0,0,330.42,103.02,34.42,224.57,0,-227.4
2020-01-03T02:00:00+03:00,02:00,999.39,0.0,0,613.92,197.13,0.0,430.33,0,-416.79
2020-01-03T03:00:00+03:00,03:00,1046.22,0.0,0,698.05,582.11,0.0,119.0,0,-115.94
2020-01-03T04:00:00+03:00,04:00,779.88,0.0,0,456.47,456.47,0.0,0.0,0,0.0
2020-01-03T05:00:00+03:00,05:00,941.28,0.0,0,482.35,482.35,0.0,0.0,0,0.0
2020-01-03T06:00:00+03:00,06:00,851.17,0.0,0,475.6,475.6,0.0,0.0,0,0.0
2020-01-03T07:00:00+03:00,07:00,871.08,0.0,0,699.4,515.4,192.83,0.0,0,-183.99
2020-01-03T08:00:00+03:00,08:00,1032.35,0.0,0,776.56,452.81,323.75,0.0,0,-323.75
2020-01-03T09:00:00+03:00,09:00,673.28,0.0,0,565.84,491.26,75.58,0.0,0,-74.58
2020-01-03T10:00:00+03:00,10:00,805.0,0.0,0,717.14,717.14,0.0,0.0,0,0.0
2020-01-03T11:00:00+03:00,11:00,1086.0,0.0,0,907.0,886.41,21.58,0.0,0,-20.58
2020-01-03T12:00:00+03:00,12:00,1299.63,0.0,0,1023.7,886.9,136.8,0.0,0,-136.8
2020-01-03T13:00:00+03:00,13:00,516.28,0.0,0,419.01,419.01,0.0,0.0,0,0.0
2020-01-03T14:00:00+03:00,14:00,207.77,0.0,0,207.35,71.68,135.67,0.0,0,-135.67
2020-01-03T15:00:00+03:00,15:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-03T16:00:00+03:00,16:00,148.43,0.0,0,148.02,7.46,153.25,0.0,0,-140.57
2020-01-03T17:00:00+03:00,17:00,35.94,0.0,0,30.69,-113.17,144.0,0.0,0,-143.86
2020-01-03T18:00:00+03:00,18:00,430.83,0.0,0,383.63,280.46,103.17,0.0,0,-103.17
2020-01-03T19:00:00+03:00,19:00,350.03,0.0,0,265.52,137.29,137.38,0.0,0,-128.23
2020-01-03T20:00:00+03:00,20:00,61.25,0.0,0,40.9,40.9,0.0,0.0,0,0.0
2020-01-03T21:00:00+03:00,21:00,345.13,0.0,0,315.41,257.16,58.25,0.0,0,-58.25
2020-01-03T22:00:00+03:00,22:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-03T23:00:00+03:00,23:00,703.53,0.0,0,374.57,374.57,0.0,0.0,0,0.0
2020-01-04T00:00:00+03:00,00:00,666.23,0.0,0,574.63,350.88,223.75,0.0,0,-223.75
2020-01-04T01:00:00+03:00,01:00,548.5,0.0,0,516.45,290.11,226.33,0.0,0,-226.33
2020-01-04T02:00:00+03:00,02:00,477.0,0.0,0,441.38,340.53,100.85,0.0,0,-100.85
2020-01-04T03:00:00+03:00,03:00,124.52,0.0,0,109.31,109.31,0.0,0.0,0,0.0
2020-01-04T04:00:00+03:00,04:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-04T05:00:00+03:00,05:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-04T06:00:00+03:00,06:00,12.5,0.0,0,12.5,12.5,0.0,0.0,0,0.0
2020-01-04T07:00:00+03:00,07:00,474.87,0.0,0,417.25,200.09,217.17,0.0,0,-217.17
2020-01-04T08:00:00+03:00,08:00,336.42,0.0,0,309.2,11.39,298.7,0.0,0,-297.81
2020-01-04T09:00:00+03:00,09:00,141.13,0.0,0,139.13,73.13,66.0,0.0,0,-66.0
2020-01-04T10:00:00+03:00,10:00,208.74,0.0,0,184.26,184.26,0.0,0.0,0,0.0
2020-01-04T11:00:00+03:00,11:00,729.0,0.0,0,668.83,597.33,71.5,0.0,0,-71.5
2020-01-04T12:00:00+03:00,12:00,797.75,0.0,0,723.85,723.85,0.0,0.0,0,0.0
2020-01-04T13:00:00+03:00,13:00,739.0,0.0,0,665.43,665.43,0.0,0.0,0,0.0
2020-01-04T14:00:00+03:00,14:00,485.6,0.0,0,433.87,433.87,0.0,0.0,0,0.0
2020-01-04T15:00:00+03:00,15:00,92.73,0.0,0,77.23,77.23,0.0,0.0,0,0.0
2020-01-04T16:00:00+03:00,16:00,0.0,0.0,0,0.0,-19.25,19.25,0.0,0,-19.25
2020-01-04T17:00:00+03:00,17:00,0.0,0.0,0,0.0,-498.11,509.0,0.0,0,-498.11
2020-01-04T18:00:00+03:00,18:00,0.0,0.0,0,0.0,-134.43,136.0,0.0,0,-134.43
2020-01-04T19:00:00+03:00,19:00,111.5,0.0,0,110.7,43.87,67.83,0.0,0,-66.83
2020-01-04T20:00:00+03:00,20:00,0.0,0.0,0,0.0,-171.0,171.0,0.0,0,-171.0
2020-01-04T21:00:00+03:00,21:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-04T22:00:00+03:00,22:00,44.0,0.0,0,44.0,44.0,0.0,0.0,0,0.0
2020-01-04T23:00:00+03:00,23:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-05T00:00:00+03:00,00:00,168.83,0.0,0,168.83,95.17,73.67,0.0,0,-73.67
2020-01-05T01:00:00+03:00,01:00,166.67,0.0,0,166.67,45.17,121.5,0.0,0,-121.5
2020-01-05T02:00:00+03:00,02:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-05T03:00:00+03:00,03:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-05T04:00:00+03:00,04:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-05T05:00:00+03:00,05:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-05T06:00:00+03:00,06:00,5.0,0.0,0,5.0,5.0,0.0,0.0,0,0.0
2020-01-05T07:00:00+03:00,07:00,944.6,0.0,0,750.96,750.96,0.0,0.0,0,0.0
2020-01-05T08:00:00+03:00,08:00,228.85,0.0,0,210.85,210.85,0.0,0.0,0,0.0
2020-01-05T09:00:00+03:00,09:00,24.5,0.0,0,24.5,24.5,0.0,0.0,0,0.0
2020-01-05T10:00:00+03:00,10:00,449.85,0.0,0,403.3,403.3,0.0,0.0,0,0.0
2020-01-05T11:00:00+03:00,11:00,450.5,0.0,0,336.26,336.26,0.0,0.0,0,0.0
2020-01-05T12:00:00+03:00,12:00,653.0,0.0,0,518.93,518.93,0.0,0.0,0,0.0
2020-01-05T13:00:00+03:00,13:00,709.0,0.0,0,563.09,563.09,0.0,0.0,0,0.0
2020-01-05T14:00:00+03:00,14:00,719.0,0.0,0,573.31,573.31,0.0,0.0,0,0.0
2020-01-05T15:00:00+03:00,15:00,897.97,0.0,0,752.13,752.13,0.0,0.0,0,0.0
2020-01-05T16:00:00+03:00,16:00,1054.0,0.0,0,877.57,877.57,0.0,0.0,0,0.0
2020-01-05T17:00:00+03:00,17:00,836.67,0.0,0,657.87,495.54,164.33,0.0,0,-162.33
2020-01-05T18:00:00+03:00,18:00,654.0,0.0,0,436.18,417.85,18.33,0.0,0,-18.33
2020-01-05T19:00:00+03:00,19:00,729.83,0.0,0,506.06,474.06,32.0,0.0,0,-32.0
2020-01-05T20:00:00+03:00,20:00,1152.7,0.0,0,896.52,896.52,0.0,0.0,0,0.0
2020-01-05T21:00:00+03:00,21:00,1199.5,0.0,0,968.72,935.82,35.4,0.0,0,-32.9
2020-01-05T22:00:00+03:00,22:00,879.0,0.0,0,692.2,661.2,31.0,0.0,0,-31.0
2020-01-05T23:00:00+03:00,23:00,731.0,0.0,0,588.41,588.41,0.0,0.0,0,0.0
2020-01-06T00:00:00+03:00,00:00,464.0,0.0,0,279.82,164.18,115.63,0.0,0,-115.63
2020-01-06T01:00:00+03:00,01:00,457.0,0.0,0,343.19,343.19,0.0,0.0,0,0.0
2020-01-06T02:00:00+03:00,02:00,0.0,0.0,0,0.0,-306.54,307.5,0.0,0,-306.54
2020-01-06T03:00:00+03:00,03:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-06T04:00:00+03:00,04:00,0.0,0.0,0,0.0,-176.83,151.83,25.0,0,-176.83
2020-01-06T05:00:00+03:00,05:00,0.0,0.0,0,0.0,-50.0,0.0,50.0,0,-50.0
2020-01-06T06:00:00+03:00,06:00,203.42,0.0,0,187.03,161.19,0.0,25.83,0,-25.83
2020-01-06T07:00:00+03:00,07:00,1789.45,0.0,0,1528.1,1528.1,0.0,0.0,0,0.0
2020-01-06T08:00:00+03:00,08:00,3394.52,0.0,0,2523.14,2436.3,86.87,0.0,0,-86.84
2020-01-06T09:00:00+03:00,09:00,2845.0,0.0,0,2215.12,2189.45,25.67,0.0,0,-25.67
2020-01-06T10:00:00+03:00,10:00,2391.15,0.0,0,2225.06,2225.06,0.0,0.0,0,0.0
2020-01-06T11:00:00+03:00,11:00,2356.75,0.0,0,2233.51,2206.01,27.5,0.0,0,-27.5
2020-01-06T12:00:00+03:00,12:00,2752.0,0.0,0,2518.91,2518.91,0.0,0.0,0,0.0
2020-01-06T13:00:00+03:00,13:00,2633.67,0.0,0,2481.99,2481.99,0.0,0.0,0,0.0
2020-01-06T14:00:00+03:00,14:00,2671.0,0.0,0,2453.8,2453.8,0.0,0.0,0,0.0
2020-01-06T15:00:00+03:00,15:00,2865.0,0.0,0,2570.93,2570.93,0.0,0.0,0,0.0
2020-01-06T16:00:00+03:00,16:00,2780.0,0.0,0,2487.16,2487.16,0.0,0.0,0,0.0
2020-01-06T17:00:00+03:00,17:00,2481.33,0.0,0,2161.3,2161.3,0.0,0.0,0,0.0
2020-01-06T18:00:00+03:00,18:00,3037.0,0.0,0,2697.44,2649.78,47.67,0.0,0,-47.67
2020-01-06T19:00:00+03:00,19:00,3049.25,0.0,0,2599.33,2502.2,105.13,0.0,0,-97.13
2020-01-06T20:00:00+03:00,20:00,2319.08,0.0,0,1932.06,1743.23,188.83,0.0,0,-188.83
2020-01-06T21:00:00+03:00,21:00,2646.59,0.0,0,2142.17,2142.17,0.0,0.0,0,0.0
2020-01-06T22:00:00+03:00,22:00,2903.72,0.0,0,2323.16,2298.16,25.0,0.0,0,-25.0
2020-01-06T23:00:00+03:00,23:00,1789.02,0.0,0,1436.94,1436.94,0.0,0.0,0,0.0
2020-01-07T00:00:00+03:00,00:00,613.28,0.0,0,342.74,276.74,66.0,0.0,0,-66.0
2020-01-07T01:00:00+03:00,01:00,871.7,0.0,0,530.04,530.04,0.0,0.0,0,0.0
2020-01-07T02:00:00+03:00,02:00,1223.37,0.0,0,739.09,739.09,0.0,0.0,0,0.0
2020-01-07T03:00:00+03:00,03:00,1452.0,0.0,0,900.19,900.19,0.0,0.0,0,0.0
2020-01-07T04:00:00+03:00,04:00,1536.0,0.0,0,910.3,910.3,0.0,0.0,0,0.0
2020-01-07T05:00:00+03:00,05:00,1430.0,0.0,0,886.13,886.13,0.0,0.0,0,0.0
2020-01-07T06:00:00+03:00,06:00,1117.32,0.0,0,767.11,767.11,0.0,0.0,0,0.0
2020-01-07T07:00:00+03:00,07:00,1699.05,0.0,0,1152.94,1152.94,0.0,0.0,0,0.0
2020-01-07T08:00:00+03:00,08:00,3148.95,0.0,0,2315.97,1934.47,381.5,0.0,0,-381.5
2020-01-07T09:00:00+03:00,09:00,2604.0,0.0,0,1988.85,1947.19,41.67,0.0,0,-41.67
2020-01-07T10:00:00+03:00,10:00,2286.83,0.0,0,1688.53,1416.45,272.08,0.0,0,-272.08
2020-01-07T11:00:00+03:00,11:00,2039.0,0.0,0,1719.34,1713.84,5.5,0.0,0,-5.5
2020-01-07T12:00:00+03:00,12:00,1953.35,0.0,0,1453.81,1453.81,0.0,0.0,0,0.0
2020-01-07T13:00:00+03:00,13:00,1646.0,0.0,0,1391.45,1391.45,0.0,0.0,0,0.0
2020-01-07T14:00:00+03:00,14:00,1389.0,0.0,0,1132.21,1132.21,0.0,0.0,0,0.0
2020-01-07T15:00:00+03:00,15:00,1594.92,0.0,0,1272.69,1272.69,0.0,0.0,0,0.0
2020-01-07T16:00:00+03:00,16:00,1860.0,0.0,0,1496.46,1496.46,0.0,0.0,0,0.0
2020-01-07T17:00:00+03:00,17:00,1557.57,0.0,0,1166.57,1144.07,22.5,0.0,0,-22.5
2020-01-07T18:00:00+03:00,18:00,1411.43,0.0,0,1021.78,982.36,39.83,0.0,0,-39.41
2020-01-07T19:00:00+03:00,19:00,1244.3,0.0,0,836.45,746.87,89.58,0.0,0,-89.58
2020-01-07T20:00:00+03:00,20:00,1529.18,0.0,0,1255.82,1069.66,186.17,0.0,0,-186.17
2020-01-07T21:00:00+03:00,21:00,1402.87,0.0,0,1212.53,1062.83,149.7,0.0,0,-149.7
2020-01-07T22:00:00+03:00,22:00,1127.7,0.0,0,849.8,752.05,97.75,0.0,0,-97.75
2020-01-07T23:00:00+03:00,23:00,718.07,0.0,0,349.7,49.61,301.7,0.0,0,-300.09
2020-01-08T00:00:00+03:00,00:00,345.0,0.0,0,159.24,136.74,22.5,0.0,0,-22.5
2020-01-08T01:00:00+03:00,01:00,654.85,0.0,0,399.6,366.93,32.67,0.0,0,-32.67
2020-01-08T02:00:00+03:00,02:00,275.13,0.0,0,119.8,90.05,29.75,0.0,0,-29.75
2020-01-08T03:00:00+03:00,03:00,0.0,0.0,0,0.0,-50.42,70.42,0.0,0,-50.42
2020-01-08T04:00:00+03:00,04:00,0.0,0.0,0,0.0,-154.24,166.83,0.0,0,-154.24
2020-01-08T05:00:00+03:00,05:00,0.0,0.0,0,0.0,-275.0,309.0,0.0,0,-275.0
2020-01-08T06:00:00+03:00,06:00,125.0,0.0,0,62.0,-213.0,299.0,0.0,0,-275.0
2020-01-08T07:00:00+03:00,07:00,492.8,0.0,0,401.04,226.34,218.72,0.0,0,-174.71
2020-01-08T08:00:00+03:00,08:00,643.27,0.0,0,642.07,204.23,437.83,0.0,0,-437.83
2020-01-08T09:00:00+03:00,09:00,440.8,0.0,0,428.2,428.2,0.0,0.0,0,0.0
2020-01-08T10:00:00+03:00,10:00,512.0,0.0,0,416.76,297.98,118.78,0.0,0,-118.78
2020-01-08T11:00:00+03:00,11:00,135.2,0.0,0,129.07,-36.92,165.98,0.0,0,-165.98
2020-01-08T12:00:00+03:00,12:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-08T13:00:00+03:00,13:00,0.0,0.0,0,0.0,-179.7,179.7,0.0,0,-179.7
2020-01-08T14:00:00+03:00,14:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-08T15:00:00+03:00,15:00,0.0,0.0,0,0.0,-170.5,256.6,0.0,0,-170.5
2020-01-08T16:00:00+03:00,16:00,38.0,0.0,0,37.29,-482.13,553.27,0.0,0,-519.42
2020-01-08T17:00:00+03:00,17:00,279.23,0.0,0,195.03,150.11,44.92,0.0,0,-44.92
2020-01-08T18:00:00+03:00,18:00,0.0,0.0,0,0.0,-192.38,250.1,0.0,0,-192.38
2020-01-08T19:00:00+03:00,19:00,0.0,0.0,0,0.0,-336.9,412.83,0.0,0,-336.9
2020-01-08T20:00:00+03:00,20:00,0.0,0.0,0,0.0,-313.82,337.73,0.0,0,-313.82
2020-01-08T21:00:00+03:00,21:00,85.4,0.0,0,85.11,-178.89,286.0,0.0,0,-264.0
2020-01-08T22:00:00+03:00,22:00,35.83,0.0,0,35.83,-250.07,307.9,0.0,0,-285.9
2020-01-08T23:00:00+03:00,23:00,261.3,0.0,0,235.35,80.26,167.2,0.0,0,-155.1
2020-01-09T00:00:00+03:00,00:00,148.1,0.0,0,96.18,-129.49,226.67,0.0,0,-225.67
2020-01-09T01:00:00+03:00,01:00,42.5,0.0,0,7.5,7.5,0.0,0.0,0,0.0
2020-01-09T02:00:00+03:00,02:00,49.83,0.0,0,49.83,49.83,0.0,0.0,0,0.0
2020-01-09T03:00:00+03:00,03:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-09T04:00:00+03:00,04:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-09T05:00:00+03:00,05:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-09T06:00:00+03:00,06:00,146.03,0.0,0,123.73,123.73,0.0,0.0,0,0.0
2020-01-09T07:00:00+03:00,07:00,468.8,0.0,0,431.06,381.56,49.5,0.0,0,-49.5
2020-01-09T08:00:00+03:00,08:00,1319.5,0.0,0,996.8,953.3,43.5,0.0,0,-43.5
2020-01-09T09:00:00+03:00,09:00,1276.22,0.0,0,973.55,973.55,0.0,0.0,0,0.0
2020-01-09T10:00:00+03:00,10:00,879.77,0.0,0,631.74,426.99,210.93,0.0,0,-204.75
2020-01-09T11:00:00+03:00,11:00,468.35,0.0,0,347.6,301.52,51.08,0.0,0,-46.08
2020-01-09T12:00:00+03:00,12:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-09T13:00:00+03:00,13:00,0.0,61.5,0,61.5,-124.83,186.33,0.0,0,-186.33
2020-01-09T14:00:00+03:00,14:00,0.0,82.0,0,79.0,-14.33,93.33,0.0,0,-93.33
2020-01-09T15:00:00+03:00,15:00,0.0,17.77,0,17.77,-2.23,20.0,0.0,0,-20.0
2020-01-09T16:00:00+03:00,16:00,0.0,0.0,0,0.0,-177.58,177.58,0.0,0,-177.58
2020-01-09T17:00:00+03:00,17:00,0.0,0.0,0,0.0,-256.3,277.5,0.0,0,-256.3
2020-01-09T18:00:00+03:00,18:00,0.0,0.0,0,0.0,-181.17,200.17,0.0,0,-181.17
2020-01-09T19:00:00+03:00,19:00,0.0,0.0,0,0.0,-205.5,219.5,0.0,0,-205.5
2020-01-09T20:00:00+03:00,20:00,0.0,0.0,0,0.0,-72.1,95.42,0.0,0,-72.1
2020-01-09T21:00:00+03:00,21:00,121.92,0.0,0,121.92,33.38,94.83,0.0,0,-88.53
2020-01-09T22:00:00+03:00,22:00,519.69,0.0,0,432.89,422.55,14.33,0.0,0,-10.33
2020-01-09T23:00:00+03:00,23:00,1268.0,0.0,0,1141.18,1011.27,129.92,0.0,0,-129.92
2020-01-10T00:00:00+03:00,00:00,616.17,0.0,0,566.75,430.83,135.92,0.0,0,-135.92
2020-01-10T01:00:00+03:00,01:00,662.58,0.0,0,622.58,550.58,72.0,0.0,0,-72.0
2020-01-10T02:00:00+03:00,02:00,318.5,0.0,0,250.5,190.75,61.5,0.0,0,-59.75
2020-01-10T03:00:00+03:00,03:00,258.72,0.0,0,224.45,224.45,0.0,0.0,0,0.0
2020-01-10T04:00:00+03:00,04:00,107.6,0.0,0,104.63,104.63,0.0,0.0,0,0.0
2020-01-10T05:00:00+03:00,05:00,696.9,0.0,0,642.07,642.07,0.0,0.0,0,0.0
2020-01-10T06:00:00+03:00,06:00,499.58,0.0,0,474.58,-204.03,735.4,0.0,0,-678.61
2020-01-10T07:00:00+03:00,07:00,214.52,0.0,0,213.64,-270.39,575.7,0.0,0,-484.03
2020-01-10T08:00:00+03:00,08:00,300.9,0.0,0,300.9,-18.6,319.5,0.0,0,-319.5
2020-01-10T09:00:00+03:00,09:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-10T10:00:00+03:00,10:00,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0
2020-01-10T11:00:00+03:00,11:00,0.0,0.0,0,0.0,-82.13,82.13,0.0,0,-82.13
2020-01-10T12:00:00+03:00,12:00,83.33,0.0,0,83.33,-57.67,154.4,0.0,0,-141.01
2020-01-10T13:00:00+03:00,13:00,66.0,0.0,0,64.0,-1153.53,1230.33,0.0,0,-1217.53
2020-01-10T14:00:00+03:00,14:00,0.0,0.0,0,0.0,-1240.17,1276.5,0.0,0,-1240.17
2020-01-10T15:00:00+03:00,15:00,0.0,0.0,0,0.0,-1235.85,1389.0,0.0,0,-1235.85
2020-01-10T16:00:00+03:00,16:00,0.0,0.0,0,0.0,-1743.17,1990.38,0.0,0,-1743.17
2020-01-10T17:00:00+03:00,17:00,0.0,0.0,0,0.0,-688.61,765.0,0.0,0,-688.61
2020-01-10T18:00:00+03:00,18:00,0.0,0.0,0,0.0,-568.7,682.5,0.0,0,-568.7
2020-01-10T19:00:00+03:00,19:00,0.0,0.0,0,0.0,-652.69,729.5,0.0,0,-652.69
2020-01-10T20:00:00+03:00,20:00,0.0,0.0,0,0.0,-518.92,535.9,0.0,0,-518.92
2020-01-10T21:00:00+03:00,21:00,0.0,0.0,0,0.0,-351.22,376.83,0.0,0,-351.22
2020-01-10T22:00:00+03:00,22:00,0.0,0.0,0,0.0,-369.86,437.33,0.0,0,-369.86
2020-01-10T23:00:00+03:00,23:00,0.0,0.0,0,0.0,-228.86,272.55,0.0,0,-228.86
2020-01-11T00:00:00+03:00,00:00,187.18,0.0,0,187.18,74.0,116.18,0.0,0,-113.18
2020-01-11T01:00:00+03:00,01:00,187.5,0.0,0,187.5,126.75,60.75,0.0,0,-60.75
2020-01-11T02:00:00+03:00,02:00,974.58,0.0,0,766.24,766.24,0.0,0.0,0,0.0
2020-01-11T03:00:00+03:00,03:00,533.15,0.0,0,459.26,459.26,0.0,0.0,0,0.0
2020-01-11T04:00:00+03:00,04:00,594.0,0.0,0,530.06,530.06,0.0,0.0,0,0.0
2020-01-11T05:00:00+03:00,05:00,594.0,0.0,0,534.0,534.0,0.0,0.0,0,0.0
2020-01-11T06:00:00+03:00,06:00,475.5,0.0,0,400.5,400.5,0.0,0.0,0,0.0
2020-01-11T07:00:00+03:00,07:00,597.55,0.0,0,443.54,400.79,42.75,0.0,0,-42.75
2020-01-11T08:00:00+03:00,08:00,550.68,0.0,0,480.4,297.07,183.33,0.0,0,-183.33
2020-01-11T09:00:00+03:00,09:00,224.0,0.0,0,162.5,19.67,142.83,0.0,0,-142.83
2020-01-11T10:00:00+03:00,10:00,214.0,0.0,0,129.47,129.47,0.0,0.0,0,0.0
2020-01-11T11:00:00+03:00,11:00,219.0,0.0,0,182.04,140.38,41.67,0.0,0,-41.67
2020-01-11T12:00:00+03:00,12:00,214.0,0.0,0,166.6,166.6,0.0,0.0,0,0.0
2020-01-11T13:00:00+03:00,13:00,209.0,0.0,0,63.69,63.69,0.0,0.0,0,0.0
2020-01-11T14:00:00+03:00,14:00,209.0,0.0,0,31.91,31.91,0.0,0.0,0,0.0
